category,case_number,gcp_id,scene_id,method,true_rank,reuse_margin,soft_ratio_patch,image,semantic_note
reuse_success,15,ctx_51RVQ_000064,51RVQ_20260213T022719,compact_128B_dct_sign_hamming,1.0,0.1671554148197174,0.7038116455078125,failure_cases/reuse_success/15_ctx_51RVQ_000064_51RVQ_20260213T022719.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
reuse_success,16,ctx_51RVQ_000182,51RVQ_20260213T022719,compact_128B_dct_sign_hamming,1.0,0.1886608004570007,0.9808807373046876,failure_cases/reuse_success/16_ctx_51RVQ_000182_51RVQ_20260213T022719.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
reuse_success,17,ctx_51RVQ_000135,51RVQ_20260213T022719,compact_128B_dct_sign_hamming,1.0,0.2688171863555908,0.963623046875,failure_cases/reuse_success/17_ctx_51RVQ_000135_51RVQ_20260213T022719.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
reuse_success,18,ctx_51SUR_000484,51SUR_20251218T024029,compact_128B_dct_sign_hamming,1.0,0.0488758385181427,0.9584503173828124,failure_cases/reuse_success/18_ctx_51SUR_000484_51SUR_20251218T024029.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
reuse_success,19,ctx_51SUR_000617,51SUR_20251218T024029,compact_128B_dct_sign_hamming,1.0,0.0615835785865783,0.9724273681640624,failure_cases/reuse_success/19_ctx_51SUR_000617_51SUR_20251218T024029.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
reuse_success,20,ctx_51SUR_000363,51SUR_20251218T024029,compact_128B_dct_sign_hamming,1.0,0.0918865799903869,0.1649932861328125,failure_cases/reuse_success/20_ctx_51SUR_000363_51SUR_20251218T024029.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,1,ctx_51RUQ_000639,51RUQ_20250916T024141,median_binary_32B_hamming,2.0,-0.0078125,0.3602752685546875,failure_cases/top5_not_top1/01_ctx_51RUQ_000639_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,2,ctx_51RUQ_000864,51RUQ_20250916T024141,median_binary_32B_hamming,3.0,-0.0078125,0.324554443359375,failure_cases/top5_not_top1/02_ctx_51RUQ_000864_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,3,ctx_51RUQ_000864,51RUQ_20250916T024141,compact_32B_rank_hamming,2.0,0.0,0.324554443359375,failure_cases/top5_not_top1/03_ctx_51RUQ_000864_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,4,ctx_51RVQ_000182,51RVQ_20251122T023141,compact_32B_rank_hamming,2.0,0.0,0.9808807373046876,failure_cases/top5_not_top1/04_ctx_51RVQ_000182_51RVQ_20251122T023141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,5,ctx_51RVQ_000182,51RVQ_20251122T023141,median_binary_32B_hamming,2.0,0.0,0.9808807373046876,failure_cases/top5_not_top1/05_ctx_51RVQ_000182_51RVQ_20251122T023141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,6,ctx_51RVQ_000182,51RVQ_20260213T022719,median_binary_32B_hamming,3.0,-0.0234375,0.9808807373046876,failure_cases/top5_not_top1/06_ctx_51RVQ_000182_51RVQ_20260213T022719.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,7,ctx_51RVQ_000196,51RVQ_20260213T022719,compact_32B_rank_hamming,3.0,-0.015625,0.925201416015625,failure_cases/top5_not_top1/07_ctx_51RVQ_000196_51RVQ_20260213T022719.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,8,ctx_51RVQ_000135,51RVQ_20260213T022719,compact_32B_rank_hamming,2.0,-0.0078125,0.963623046875,failure_cases/top5_not_top1/08_ctx_51RVQ_000135_51RVQ_20260213T022719.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,9,ctx_51SUR_000641,51SUR_20251218T024029,compact_32B_rank_hamming,2.0,-0.046875,0.51275634765625,failure_cases/top5_not_top1/09_ctx_51SUR_000641_51SUR_20251218T024029.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,10,ctx_51SUR_000435,51SUR_20251218T024029,median_binary_32B_hamming,2.0,-0.0234375,0.1966094970703125,failure_cases/top5_not_top1/10_ctx_51SUR_000435_51SUR_20251218T024029.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,11,ctx_51SUR_000283,51SUR_20251218T024029,median_binary_32B_hamming,2.0,-0.015625,0.1751556396484375,failure_cases/top5_not_top1/11_ctx_51SUR_000283_51SUR_20251218T024029.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,12,ctx_51SUR_000484,51SUR_20251218T024029,compact_32B_rank_hamming,2.0,-0.01171875,0.9584503173828124,failure_cases/top5_not_top1/12_ctx_51SUR_000484_51SUR_20251218T024029.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,13,ctx_51SUR_000088,51SUR_20251218T024029,compact_64B_orientation_l1,2.0,-0.0143229216337203,0.8815460205078125,failure_cases/top5_not_top1/13_ctx_51SUR_000088_51SUR_20251218T024029.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,14,ctx_51SUR_000459,51SUR_20251218T024029,compact_32B_rank_hamming,3.0,-0.015625,0.3450469970703125,failure_cases/top5_not_top1/14_ctx_51SUR_000459_51SUR_20251218T024029.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,15,ctx_51SUR_000391,51SUR_20251218T024029,compact_32B_rank_hamming,2.0,-0.0078125,0.2867889404296875,failure_cases/top5_not_top1/15_ctx_51SUR_000391_51SUR_20251218T024029.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,16,ctx_51SUR_000024,51SUR_20251218T024029,compact_32B_rank_hamming,2.0,-0.00390625,0.8791351318359375,failure_cases/top5_not_top1/16_ctx_51SUR_000024_51SUR_20251218T024029.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,17,ctx_51SUR_000284,51SUR_20260221T023731,median_binary_32B_hamming,3.0,-0.0234375,0.4326324462890625,failure_cases/top5_not_top1/17_ctx_51SUR_000284_51SUR_20260221T023731.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,18,ctx_51SUR_000047,51SUR_20260221T023731,compact_32B_rank_hamming,3.0,-0.0234375,0.7813720703125,failure_cases/top5_not_top1/18_ctx_51SUR_000047_51SUR_20260221T023731.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,19,ctx_51SUR_000215,51SUR_20260221T023731,median_binary_32B_hamming,2.0,-0.0234375,0.32666015625,failure_cases/top5_not_top1/19_ctx_51SUR_000215_51SUR_20260221T023731.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
top5_not_top1,20,ctx_51SUR_000047,51SUR_20260221T023731,median_binary_32B_hamming,4.0,-0.015625,0.7813720703125,failure_cases/top5_not_top1/20_ctx_51SUR_000047_51SUR_20260221T023731.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,1,ctx_51RUQ_000001,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.1166839599609375,failure_cases/completely_wrong/01_ctx_51RUQ_000001_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,2,ctx_51RUQ_000003,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.458740234375,failure_cases/completely_wrong/02_ctx_51RUQ_000003_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,3,ctx_51RUQ_000004,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.691925048828125,failure_cases/completely_wrong/03_ctx_51RUQ_000004_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,4,ctx_51RUQ_000005,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.93963623046875,failure_cases/completely_wrong/04_ctx_51RUQ_000005_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,5,ctx_51RUQ_000007,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.363189697265625,failure_cases/completely_wrong/05_ctx_51RUQ_000007_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,6,ctx_51RUQ_000009,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.6624298095703125,failure_cases/completely_wrong/06_ctx_51RUQ_000009_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,7,ctx_51RUQ_000027,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.246826171875,failure_cases/completely_wrong/07_ctx_51RUQ_000027_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,8,ctx_51RUQ_000028,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.3149261474609375,failure_cases/completely_wrong/08_ctx_51RUQ_000028_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,9,ctx_51RUQ_000030,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.747406005859375,failure_cases/completely_wrong/09_ctx_51RUQ_000030_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,10,ctx_51RUQ_000055,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.9983978271484376,failure_cases/completely_wrong/10_ctx_51RUQ_000055_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,11,ctx_51RUQ_000056,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.4002685546875,failure_cases/completely_wrong/11_ctx_51RUQ_000056_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,12,ctx_51RUQ_000057,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.655364990234375,failure_cases/completely_wrong/12_ctx_51RUQ_000057_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,13,ctx_51RUQ_000073,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.1019134521484375,failure_cases/completely_wrong/13_ctx_51RUQ_000073_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,14,ctx_51RUQ_000077,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.519073486328125,failure_cases/completely_wrong/14_ctx_51RUQ_000077_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,15,ctx_51RUQ_000094,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.280670166015625,failure_cases/completely_wrong/15_ctx_51RUQ_000094_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,16,ctx_51RUQ_000095,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.40789794921875,failure_cases/completely_wrong/16_ctx_51RUQ_000095_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,17,ctx_51RUQ_000098,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.960968017578125,failure_cases/completely_wrong/17_ctx_51RUQ_000098_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,18,ctx_51RUQ_000130,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.236572265625,failure_cases/completely_wrong/18_ctx_51RUQ_000130_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,19,ctx_51RUQ_000131,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.4620513916015625,failure_cases/completely_wrong/19_ctx_51RUQ_000131_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
completely_wrong,20,ctx_51RUQ_000132,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.93353271484375,failure_cases/completely_wrong/20_ctx_51RUQ_000132_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,1,ctx_51RUQ_000001,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.1166839599609375,failure_cases/similar_building_like/01_ctx_51RUQ_000001_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,2,ctx_51RUQ_000027,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.246826171875,failure_cases/similar_building_like/02_ctx_51RUQ_000027_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,3,ctx_51RUQ_000073,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.1019134521484375,failure_cases/similar_building_like/03_ctx_51RUQ_000073_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,4,ctx_51RUQ_000146,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.07244873046875,failure_cases/similar_building_like/04_ctx_51RUQ_000146_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,5,ctx_51RUQ_000286,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.1802978515625,failure_cases/similar_building_like/05_ctx_51RUQ_000286_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,6,ctx_51RUQ_000297,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.2222442626953125,failure_cases/similar_building_like/06_ctx_51RUQ_000297_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,7,ctx_51RUQ_000335,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.0895233154296875,failure_cases/similar_building_like/07_ctx_51RUQ_000335_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,8,ctx_51RUQ_000349,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.136810302734375,failure_cases/similar_building_like/08_ctx_51RUQ_000349_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,9,ctx_51RUQ_000355,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.21875,failure_cases/similar_building_like/09_ctx_51RUQ_000355_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,10,ctx_51RUQ_000365,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.2429046630859375,failure_cases/similar_building_like/10_ctx_51RUQ_000365_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,11,ctx_51RUQ_000385,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.2319488525390625,failure_cases/similar_building_like/11_ctx_51RUQ_000385_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,12,ctx_51RUQ_000433,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.173797607421875,failure_cases/similar_building_like/12_ctx_51RUQ_000433_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,13,ctx_51RUQ_000449,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.1968994140625,failure_cases/similar_building_like/13_ctx_51RUQ_000449_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,14,ctx_51RUQ_000473,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.182861328125,failure_cases/similar_building_like/14_ctx_51RUQ_000473_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,15,ctx_51RUQ_000485,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.1934661865234375,failure_cases/similar_building_like/15_ctx_51RUQ_000485_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,16,ctx_51RUQ_000489,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.2228546142578125,failure_cases/similar_building_like/16_ctx_51RUQ_000489_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,17,ctx_51RUQ_000495,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.1661529541015625,failure_cases/similar_building_like/17_ctx_51RUQ_000495_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,18,ctx_51RUQ_000507,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.1654510498046875,failure_cases/similar_building_like/18_ctx_51RUQ_000507_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,19,ctx_51RUQ_000552,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.2368927001953125,failure_cases/similar_building_like/19_ctx_51RUQ_000552_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
similar_building_like,20,ctx_51RUQ_000555,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.18548583984375,failure_cases/similar_building_like/20_ctx_51RUQ_000555_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,1,ctx_51RUQ_000005,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.93963623046875,failure_cases/repeated_road_like/01_ctx_51RUQ_000005_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,2,ctx_51RUQ_000030,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.747406005859375,failure_cases/repeated_road_like/02_ctx_51RUQ_000030_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,3,ctx_51RUQ_000055,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.9983978271484376,failure_cases/repeated_road_like/03_ctx_51RUQ_000055_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,4,ctx_51RUQ_000098,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.960968017578125,failure_cases/repeated_road_like/04_ctx_51RUQ_000098_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,5,ctx_51RUQ_000130,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.236572265625,failure_cases/repeated_road_like/05_ctx_51RUQ_000130_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,6,ctx_51RUQ_000162,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.1066741943359375,failure_cases/repeated_road_like/06_ctx_51RUQ_000162_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,7,ctx_51RUQ_000179,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.489166259765625,failure_cases/repeated_road_like/07_ctx_51RUQ_000179_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,8,ctx_51RUQ_000191,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.391143798828125,failure_cases/repeated_road_like/08_ctx_51RUQ_000191_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,9,ctx_51RUQ_000206,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.3239288330078125,failure_cases/repeated_road_like/09_ctx_51RUQ_000206_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,10,ctx_51RUQ_000219,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.2756500244140625,failure_cases/repeated_road_like/10_ctx_51RUQ_000219_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,11,ctx_51RUQ_000243,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.4095001220703125,failure_cases/repeated_road_like/11_ctx_51RUQ_000243_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,12,ctx_51RUQ_000255,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.6841583251953125,failure_cases/repeated_road_like/12_ctx_51RUQ_000255_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,13,ctx_51RUQ_000289,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.8401031494140625,failure_cases/repeated_road_like/13_ctx_51RUQ_000289_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,14,ctx_51RUQ_000326,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.0821380615234375,failure_cases/repeated_road_like/14_ctx_51RUQ_000326_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,15,ctx_51RUQ_000344,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.4926910400390625,failure_cases/repeated_road_like/15_ctx_51RUQ_000344_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,16,ctx_51RUQ_000350,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.4053497314453125,failure_cases/repeated_road_like/16_ctx_51RUQ_000350_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,17,ctx_51RUQ_000370,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.5152587890625,failure_cases/repeated_road_like/17_ctx_51RUQ_000370_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,18,ctx_51RUQ_000381,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.1826934814453125,failure_cases/repeated_road_like/18_ctx_51RUQ_000381_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,19,ctx_51RUQ_000397,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.3677978515625,failure_cases/repeated_road_like/19_ctx_51RUQ_000397_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
repeated_road_like,20,ctx_51RUQ_000425,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.18072509765625,failure_cases/repeated_road_like/20_ctx_51RUQ_000425_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
soft_context_failure,1,ctx_51RUQ_000003,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.458740234375,failure_cases/soft_context_failure/01_ctx_51RUQ_000003_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
soft_context_failure,2,ctx_51RUQ_000004,51RUQ_20250916T024141,compact_128B_dct_sign_hamming,,,0.691925048828125,failure_cases/soft_context_failure/02_ctx_51RUQ_000004_51RUQ_20250916T024141.jpg,"building/road labels are automatic context heuristics, not manual semantic truth"
