gcp_id,scene_id,target_year,requested_pool_size,candidate_pool_size,nearest_candidate_error_px,coverage_2px,coverage_5px,coverage_10px,true_candidate_available
ctx_51RUQ_000290,51RUQ_20250916T024141,2025,100,100,269.65214659519614,False,False,False,False
ctx_51RUQ_000290,51RUQ_20250916T024141,2025,500,500,44.118018540507265,False,False,False,False
ctx_51RUQ_000290,51RUQ_20250916T024141,2025,1000,1000,44.118018540507265,False,False,False,False
ctx_51RUQ_000290,51RUQ_20250916T024141,2025,5000,5000,39.16816437823879,False,False,False,False
ctx_51RUQ_000297,51RUQ_20250916T024141,2025,100,100,615.0849654718569,False,False,False,False
ctx_51RUQ_000297,51RUQ_20250916T024141,2025,500,500,161.72589123672026,False,False,False,False
ctx_51RUQ_000297,51RUQ_20250916T024141,2025,1000,1000,100.9997210563084,False,False,False,False
ctx_51RUQ_000297,51RUQ_20250916T024141,2025,5000,5000,62.905309642949206,False,False,False,False
ctx_51RUQ_000300,51RUQ_20250916T024141,2025,100,100,303.8930447122454,False,False,False,False
ctx_51RUQ_000300,51RUQ_20250916T024141,2025,500,500,58.82568010130273,False,False,False,False
ctx_51RUQ_000300,51RUQ_20250916T024141,2025,1000,1000,58.82568010130273,False,False,False,False
ctx_51RUQ_000300,51RUQ_20250916T024141,2025,5000,5000,18.5556831491948,False,False,False,False
ctx_51RUQ_000307,51RUQ_20250916T024141,2025,100,100,243.36065546412263,False,False,False,False
ctx_51RUQ_000307,51RUQ_20250916T024141,2025,500,500,79.08111037195309,False,False,False,False
ctx_51RUQ_000307,51RUQ_20250916T024141,2025,1000,1000,45.00269580285792,False,False,False,False
ctx_51RUQ_000307,51RUQ_20250916T024141,2025,5000,5000,45.00269580285792,False,False,False,False
ctx_51RUQ_000309,51RUQ_20250916T024141,2025,100,100,591.606421951089,False,False,False,False
ctx_51RUQ_000309,51RUQ_20250916T024141,2025,500,500,144.39891684754787,False,False,False,False
ctx_51RUQ_000309,51RUQ_20250916T024141,2025,1000,1000,104.35203491947813,False,False,False,False
ctx_51RUQ_000309,51RUQ_20250916T024141,2025,5000,5000,104.35203491947813,False,False,False,False
ctx_51RUQ_000318,51RUQ_20250916T024141,2025,100,100,302.8469025742825,False,False,False,False
ctx_51RUQ_000318,51RUQ_20250916T024141,2025,500,500,145.7115622867874,False,False,False,False
ctx_51RUQ_000318,51RUQ_20250916T024141,2025,1000,1000,145.7115622867874,False,False,False,False
ctx_51RUQ_000318,51RUQ_20250916T024141,2025,5000,5000,47.9034111114468,False,False,False,False
ctx_51RUQ_000320,51RUQ_20250916T024141,2025,100,100,412.9984176288872,False,False,False,False
ctx_51RUQ_000320,51RUQ_20250916T024141,2025,500,500,184.1812311703556,False,False,False,False
ctx_51RUQ_000320,51RUQ_20250916T024141,2025,1000,1000,41.494718058570946,False,False,False,False
ctx_51RUQ_000320,51RUQ_20250916T024141,2025,5000,5000,41.494718058570946,False,False,False,False
ctx_51RUQ_000326,51RUQ_20250916T024141,2025,100,100,310.72349292400196,False,False,False,False
ctx_51RUQ_000326,51RUQ_20250916T024141,2025,500,500,150.3170833065494,False,False,False,False
ctx_51RUQ_000326,51RUQ_20250916T024141,2025,1000,1000,150.3170833065494,False,False,False,False
ctx_51RUQ_000326,51RUQ_20250916T024141,2025,5000,5000,33.949123310338514,False,False,False,False
ctx_51RUQ_000335,51RUQ_20250916T024141,2025,100,100,181.40684263557196,False,False,False,False
ctx_51RUQ_000335,51RUQ_20250916T024141,2025,500,500,118.77059015029876,False,False,False,False
ctx_51RUQ_000335,51RUQ_20250916T024141,2025,1000,1000,118.77059015029876,False,False,False,False
ctx_51RUQ_000335,51RUQ_20250916T024141,2025,5000,5000,33.103514800808945,False,False,False,False
ctx_51RUQ_000336,51RUQ_20250916T024141,2025,100,100,174.1490808405541,False,False,False,False
ctx_51RUQ_000336,51RUQ_20250916T024141,2025,500,500,167.98038507240625,False,False,False,False
ctx_51RUQ_000336,51RUQ_20250916T024141,2025,1000,1000,167.98038507240625,False,False,False,False
ctx_51RUQ_000336,51RUQ_20250916T024141,2025,5000,5000,107.62817744718123,False,False,False,False
ctx_51RUQ_000344,51RUQ_20250916T024141,2025,100,100,307.159734941899,False,False,False,False
ctx_51RUQ_000344,51RUQ_20250916T024141,2025,500,500,127.27173209761224,False,False,False,False
ctx_51RUQ_000344,51RUQ_20250916T024141,2025,1000,1000,63.541529954616465,False,False,False,False
ctx_51RUQ_000344,51RUQ_20250916T024141,2025,5000,5000,36.430213872648594,False,False,False,False
ctx_51RUQ_000349,51RUQ_20250916T024141,2025,100,100,555.7287267998528,False,False,False,False
ctx_51RUQ_000349,51RUQ_20250916T024141,2025,500,500,153.5494182400462,False,False,False,False
ctx_51RUQ_000349,51RUQ_20250916T024141,2025,1000,1000,153.5494182400462,False,False,False,False
ctx_51RUQ_000349,51RUQ_20250916T024141,2025,5000,5000,54.46907920466028,False,False,False,False
ctx_51RUQ_000350,51RUQ_20250916T024141,2025,100,100,48.20231957410295,False,False,False,False
ctx_51RUQ_000350,51RUQ_20250916T024141,2025,500,500,48.20231957410295,False,False,False,False
ctx_51RUQ_000350,51RUQ_20250916T024141,2025,1000,1000,48.20231957410295,False,False,False,False
ctx_51RUQ_000350,51RUQ_20250916T024141,2025,5000,5000,43.73200651756777,False,False,False,False
ctx_51RUQ_000355,51RUQ_20250916T024141,2025,100,100,439.7788609042581,False,False,False,False
ctx_51RUQ_000355,51RUQ_20250916T024141,2025,500,500,90.82813873889988,False,False,False,False
ctx_51RUQ_000355,51RUQ_20250916T024141,2025,1000,1000,90.82813873889988,False,False,False,False
ctx_51RUQ_000355,51RUQ_20250916T024141,2025,5000,5000,65.42436477865866,False,False,False,False
ctx_51RUQ_000365,51RUQ_20250916T024141,2025,100,100,388.803093270967,False,False,False,False
ctx_51RUQ_000365,51RUQ_20250916T024141,2025,500,500,183.2060524572093,False,False,False,False
ctx_51RUQ_000365,51RUQ_20250916T024141,2025,1000,1000,134.5280044812179,False,False,False,False
ctx_51RUQ_000365,51RUQ_20250916T024141,2025,5000,5000,43.26857709321032,False,False,False,False
ctx_51RUQ_000366,51RUQ_20250916T024141,2025,100,100,209.3821795850459,False,False,False,False
ctx_51RUQ_000366,51RUQ_20250916T024141,2025,500,500,66.93354625207138,False,False,False,False
ctx_51RUQ_000366,51RUQ_20250916T024141,2025,1000,1000,66.93354625207138,False,False,False,False
ctx_51RUQ_000366,51RUQ_20250916T024141,2025,5000,5000,42.599105835577944,False,False,False,False
ctx_51RUQ_000370,51RUQ_20250916T024141,2025,100,100,76.98432128847888,False,False,False,False
ctx_51RUQ_000370,51RUQ_20250916T024141,2025,500,500,59.68168803415273,False,False,False,False
ctx_51RUQ_000370,51RUQ_20250916T024141,2025,1000,1000,59.68168803415273,False,False,False,False
ctx_51RUQ_000370,51RUQ_20250916T024141,2025,5000,5000,0.13973024360796904,True,True,True,True
ctx_51RUQ_000373,51RUQ_20250916T024141,2025,100,100,422.36124150864083,False,False,False,False
ctx_51RUQ_000373,51RUQ_20250916T024141,2025,500,500,263.10267673763093,False,False,False,False
ctx_51RUQ_000373,51RUQ_20250916T024141,2025,1000,1000,76.30976244992635,False,False,False,False
ctx_51RUQ_000373,51RUQ_20250916T024141,2025,5000,5000,65.76094595176627,False,False,False,False
ctx_51RUQ_000374,51RUQ_20250916T024141,2025,100,100,384.22978420685786,False,False,False,False
ctx_51RUQ_000374,51RUQ_20250916T024141,2025,500,500,91.26556546290148,False,False,False,False
ctx_51RUQ_000374,51RUQ_20250916T024141,2025,1000,1000,91.26556546290148,False,False,False,False
ctx_51RUQ_000374,51RUQ_20250916T024141,2025,5000,5000,53.58154663192106,False,False,False,False
ctx_51RUQ_000381,51RUQ_20250916T024141,2025,100,100,251.05228614994328,False,False,False,False
ctx_51RUQ_000381,51RUQ_20250916T024141,2025,500,500,149.9560613983853,False,False,False,False
ctx_51RUQ_000381,51RUQ_20250916T024141,2025,1000,1000,149.9560613983853,False,False,False,False
ctx_51RUQ_000381,51RUQ_20250916T024141,2025,5000,5000,64.24795288363072,False,False,False,False
ctx_51RUQ_000385,51RUQ_20250916T024141,2025,100,100,351.97507729092155,False,False,False,False
ctx_51RUQ_000385,51RUQ_20250916T024141,2025,500,500,31.017720039460013,False,False,False,False
ctx_51RUQ_000385,51RUQ_20250916T024141,2025,1000,1000,31.017720039460013,False,False,False,False
ctx_51RUQ_000385,51RUQ_20250916T024141,2025,5000,5000,31.017720039460013,False,False,False,False
ctx_51RUQ_000386,51RUQ_20250916T024141,2025,100,100,255.18727792529174,False,False,False,False
ctx_51RUQ_000386,51RUQ_20250916T024141,2025,500,500,151.92191900720547,False,False,False,False
ctx_51RUQ_000386,51RUQ_20250916T024141,2025,1000,1000,151.92191900720547,False,False,False,False
ctx_51RUQ_000386,51RUQ_20250916T024141,2025,5000,5000,50.42138051518101,False,False,False,False
ctx_51RUQ_000389,51RUQ_20250916T024141,2025,100,100,252.25286072114014,False,False,False,False
ctx_51RUQ_000389,51RUQ_20250916T024141,2025,500,500,249.15956904690222,False,False,False,False
ctx_51RUQ_000389,51RUQ_20250916T024141,2025,1000,1000,150.72432460860762,False,False,False,False
ctx_51RUQ_000389,51RUQ_20250916T024141,2025,5000,5000,0.23930110557644638,True,True,True,True
ctx_51RUQ_000393,51RUQ_20250916T024141,2025,100,100,126.65014179051929,False,False,False,False
ctx_51RUQ_000393,51RUQ_20250916T024141,2025,500,500,126.65014179051929,False,False,False,False
ctx_51RUQ_000393,51RUQ_20250916T024141,2025,1000,1000,114.12436451967105,False,False,False,False
ctx_51RUQ_000393,51RUQ_20250916T024141,2025,5000,5000,38.17966610478892,False,False,False,False
ctx_51RUQ_000397,51RUQ_20250916T024141,2025,100,100,528.9529861616468,False,False,False,False
ctx_51RUQ_000397,51RUQ_20250916T024141,2025,500,500,43.17663024178456,False,False,False,False
ctx_51RUQ_000397,51RUQ_20250916T024141,2025,1000,1000,43.17663024178456,False,False,False,False
ctx_51RUQ_000397,51RUQ_20250916T024141,2025,5000,5000,30.83668902160832,False,False,False,False
ctx_51RUQ_000409,51RUQ_20250916T024141,2025,100,100,416.9481565715397,False,False,False,False
ctx_51RUQ_000409,51RUQ_20250916T024141,2025,500,500,134.165226403187,False,False,False,False
ctx_51RUQ_000409,51RUQ_20250916T024141,2025,1000,1000,134.165226403187,False,False,False,False
ctx_51RUQ_000409,51RUQ_20250916T024141,2025,5000,5000,50.424734186857954,False,False,False,False
ctx_51RUQ_000413,51RUQ_20250916T024141,2025,100,100,375.6176583850267,False,False,False,False
ctx_51RUQ_000413,51RUQ_20250916T024141,2025,500,500,114.49739944916607,False,False,False,False
ctx_51RUQ_000413,51RUQ_20250916T024141,2025,1000,1000,46.7214575746968,False,False,False,False
ctx_51RUQ_000413,51RUQ_20250916T024141,2025,5000,5000,23.20164549449409,False,False,False,False
ctx_51RUQ_000425,51RUQ_20250916T024141,2025,100,100,111.1935076078729,False,False,False,False
